State,Crime_Info,Value,Category,Crime,Metric,Year
Goa,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,27.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Gujarat,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,560.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Haryana,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,692.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Himachal Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,8.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Jharkhand,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,693.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Karnataka,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,1618.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Kerala,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,780.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Madhya Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,1165.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Maharashtra,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,6067.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Manipur,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,8.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Meghalaya,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,69.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Mizoram,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,21.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Nagaland,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,16.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Odisha,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,2814.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Punjab,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,107.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Rajasthan,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,1485.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Sikkim,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,6.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Tamil Nadu,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,2558.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Telangana,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,464.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Tripura,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,17.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Uttar Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,1909.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Uttarakhand,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,174.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
West Bengal,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,318.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
A&N Islands,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,2.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Chandigarh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,17.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
D&N Haveli and Daman & Diu,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,11.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Delhi,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,2333.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Jammu & Kashmir,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,104.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Ladakh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,0.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Lakshadweep,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,0.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Puducherry,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,12.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Andhra Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,267.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Arunachal Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,51.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Assam,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,1922.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Bihar,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,2434.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Chhattisgarh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,634.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Goa,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,34.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Gujarat,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,572.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Haryana,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,692.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Himachal Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,8.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Jharkhand,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,706.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Karnataka,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,1714.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Kerala,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,815.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Madhya Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,1191.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Maharashtra,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,7267.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Manipur,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,10.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Meghalaya,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,72.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Mizoram,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,21.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Nagaland,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,16.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Odisha,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,2824.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Punjab,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,107.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Rajasthan,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,1487.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Sikkim,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,6.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Tamil Nadu,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,2572.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Telangana,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,467.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Tripura,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,17.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Uttar Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,1936.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Uttarakhand,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,175.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
West Bengal,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,322.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
A&N Islands,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,2.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Chandigarh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,17.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
D&N Haveli and Daman & Diu,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,11.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Delhi,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,2348.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Jammu & Kashmir,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,105.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Ladakh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,0.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Lakshadweep,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,0.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Puducherry,Offences against Property_Robbery  (Sec.392/394/397 IPC)___V,12.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,V,2021
Andhra Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.5,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Arunachal Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,3.3,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Assam,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,5.4,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Bihar,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,2.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Chhattisgarh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.9,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Goa,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.7,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Gujarat,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.8,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Haryana,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,2.3,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Himachal Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.1,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Jharkhand,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.8,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Karnataka,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,2.4,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Kerala,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,2.2,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Madhya Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.4,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Maharashtra,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,4.9,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Manipur,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.3,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Meghalaya,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,2.1,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Mizoram,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.7,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Nagaland,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.7,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Odisha,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,6.1,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Punjab,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.4,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Rajasthan,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.9,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Sikkim,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.9,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Tamil Nadu,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,3.3,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Telangana,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.2,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Tripura,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.4,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Uttar Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.8,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Uttarakhand,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.5,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
West Bengal,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.3,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
A&N Islands,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.5,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Chandigarh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.4,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
D&N Haveli and Daman & Diu,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,1.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Delhi,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,11.3,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Jammu & Kashmir,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.8,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Ladakh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Lakshadweep,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Puducherry,Offences against Property_Robbery  (Sec.392/394/397 IPC)___R,0.8,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,R,2021
Andhra Pradesh,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,10.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Arunachal Pradesh,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,0.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Assam,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,25.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Bihar,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,2.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Chhattisgarh,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,5.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Goa,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,1.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Gujarat,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,14.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Haryana,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,56.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Himachal Pradesh,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,0.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Jharkhand,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,2.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Karnataka,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,49.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Kerala,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,18.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Madhya Pradesh,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,30.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Maharashtra,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,102.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Manipur,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,0.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Meghalaya,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,1.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Mizoram,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,0.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Nagaland,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,0.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Odisha,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,12.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
Punjab,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)___I,0.0,Offences against Property_Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC)_,,I,2021
